FADOB PHARMACY & STORES
Stock Status
From 1-1-2026 to 23-2-2026
All Items,All MC
Item Details,Parent Group,Unit,Op.Qty,Op.Amt.,Purc.,Amt.In,Qty In(Others),Amt.In(Others),Sale,Amt.Out,Qty.Out (Others),Amt.Out(Others),Cl. Qty,Cl. Amt.
"DR HOMMELS CLO ORANGE&GREEN PACK BOTTLE",PHARMACY,Pcs.,17,"70,667.34",0,0.00,0,0.00,1,"8,000.00",0,0.00,16,"66,510.44"
"DR HOMMELS CLO YELLOW&BLACK PK BOTTLE",PHARMACY,Pcs.,-9,"-50,400.00",0,0.00,0,0.00,0,0.00,0,0.00,-9,"-50,400.00"
"DR JONES TOOTH BRUSH PCS",HOUSEHOLD ITEMS,Pcs.,-1,-500.00,0,0.00,0,0.00,0,0.00,0,0.00,-1,-500.00
"DREZ OINTMENT 10G",PHARMACY,Pcs.,3,"6,000.00",0,0.00,0,0.00,0,0.00,0,0.00,3,"6,000.00"
"DRUGAMOL INJ 15ML VIALS",PHARMACY,Pcs.,16,"4,832.00",0,0.00,0,0.00,0,0.00,0,0.00,16,"4,832.00"
"DRUGENT EYE DROPS 10ML X 1 PACK",System,Pcs.,1,608.18,0,0.00,0,0.00,0,0.00,0,0.00,1,608.18
"DRUJELA GEL 10G TUBE",PHARMACY,Pcs.,6,"3,761.55",10,"7,500.00",0,0.00,15,"15,500.00",0,0.00,1,738.82
"DRULATAN EYE DROPS 0.005% 2.5ML BOTTLE",PHARMACY,Pcs.,-1,0.00,0,0.00,0,0.00,0,0.00,0,0.00,-1,0.00
"DRUMELLOSE EYEDROP PACK",PHARMACY,Pcs.,3,"4,271.57",0,0.00,0,0.00,0,0.00,0,0.00,3,"4,271.57"
"DRUPHAGAN EYE DROPS",PHARMACY,Pcs.,8,"22,296.29",5,"13,550.00",0,0.00,5,"19,000.00",0,0.00,8,"22,059.25"
"DRUPHAGAN PLUS EYEDROP",PHARMACY,Pcs.,-3,"-12,000.00",5,"13,900.00",0,0.00,1,"4,000.00",0,0.00,1,"2,780.00"
"DRY LOVE BABY WIPES PACK",HOUSEHOLD ITEMS,Pcs.,27,"14,624.99",0,0.00,0,0.00,0,0.00,0,0.00,27,"14,624.99"
"DRY LOVE PAD X10 PACK",COSMETICS,Pcs.,24,"24,999.97",36,"33,000.00",0,0.00,1,"1,200.00",0,0.00,59,"56,958.30"
"DUCARPINE 200MG CARBAMAZEPINE BLISTER",PHARMACY,Pcs.,45,"20,555.08",0,0.00,0,0.00,0,0.00,0,0.00,45,"20,555.08"
"DUDU OSUN SOAP 150G PACK",COSMETICS,Pcs.,11,"8,314.15",0,0.00,0,0.00,4,"4,000.00",0,0.00,7,"5,290.83"
"DULCOLAX 10MG SUPP PER PIECE",PHARMACY,Pcs.,2,700.00,0,0.00,0,0.00,4,"12,000.00",0,0.00,-2,"-6,000.00"
"DULCOLAX 5MG SUPP PER PIECE",PHARMACY,Pcs.,-1,"-2,000.00",0,0.00,0,0.00,0,0.00,0,0.00,-1,"-2,000.00"
"DUODART TABS 0.5MG/0.4MG X 30 PACK",PHARMACY,Pcs.,5,"104,773.81",0,0.00,0,0.00,0,0.00,0,0.00,5,"104,773.81"
"DUOSOPT EYE DROP",PHARMACY,Pcs.,3,"14,991.69",2,"10,000.00",0,0.00,2,"13,600.00",0,0.00,3,"14,995.01"
"DUOSTAM PACK",PHARMACY,Pcs.,8,"45,073.33",7,"39,760.00",0,0.00,8,"61,600.00",0,0.00,7,"39,688.70"
"DUPHASTON TABS 10MG X 10 X 20 PACK",PHARMACY,Pcs.,8,"78,620.02",7,"73,775.00",0,0.00,7,"98,000.00",0,0.00,8,"82,257.23"
"DUREX CONDOM FEELS",HOUSEHOLD ITEMS,Pcs.,4,"3,161.30",0,0.00,0,0.00,0,0.00,0,0.00,4,"3,161.30"
"DUREX ELITE FETHERLITES PACK",PHARMACY,Pcs.,14,"53,578.21",0,0.00,0,0.00,2,"11,200.00",0,0.00,12,"45,924.18"
"DUREX EXTRA SAFE X 1 SACHET",PHARMACY,Pcs.,16,"49,360.00",0,0.00,0,0.00,7,"29,400.00",0,0.00,9,"27,765.00"
"DUREX FETHERLITE X3",PHARMACY,Pcs.,26,"99,654.28",0,0.00,0,0.00,4,"21,200.00",0,0.00,22,"84,322.84"
"DUREX LUBRICANT BOTTLE",PHARMACY,Pcs.,12,"49,000.00",0,0.00,0,0.00,0,0.00,0,0.00,12,"49,000.00"
"DUREX PERFORMA COMDOM X3 PACK",System,Pcs.,-3,"-16,800.00",0,0.00,0,0.00,2,"11,200.00",0,0.00,-5,"-28,000.00"
"DUREX PLEASURE ME X3",PHARMACY,Pcs.,1,"3,422.40",0,0.00,0,0.00,3,"14,100.00",0,0.00,-2,"-9,400.00"
"DUREX SELECT X 3 PACK",PHARMACY,Pcs.,8,"22,000.00",0,0.00,0,0.00,4,"14,800.00",0,0.00,4,"11,000.00"
"DUTASIN CAPS PACK",PHARMACY,Pcs.,8,"92,571.43",5,"52,500.00",0,0.00,3,"45,000.00",0,0.00,10,"111,593.41"
"DYNAMOGEN SOLUTION 10ML X 20 VIALS",PHARMACY,Pcs.,166,"58,092.27",80,"28,400.00",0,0.00,85,"42,500.00",0,0.00,161,"56,659.57"
"EAR WAX REMOVAL DROPS 15ML (DR JAR",System,Pcs.,-1,0.00,0,0.00,0,0.00,0,0.00,0,0.00,-1,0.00
"EASADOL CAPLET 500MG X 100 SACHET",PHARMACY,Pcs.,139,"22,014.03",0,0.00,0,0.00,27,"8,100.00",0,0.00,112,"17,737.97"
"EASADOL PLUS CAPLET  X 100 BLISTER",PHARMACY,Pcs.,-20,"-6,000.00",0,0.00,0,0.00,0,0.00,0,0.00,-20,"-6,000.00"
"EBECLAV 288.5MG",PHARMACY,Pcs.,1,"1,500.00",0,0.00,0,0.00,0,0.00,0,0.00,1,"1,500.00"
"EBECLAV SUSP",PHARMACY,Pcs.,3,"6,000.00",0,0.00,0,0.00,0,0.00,0,0.00,3,"6,000.00"
"EBECOLD TABX4 PACK",PHARMACY,Pcs.,4,0.00,0,0.00,0,0.00,0,0.00,0,0.00,4,0.00
"EBU 200MG (IBUPROFEN TABLET) XPACK",PHARMACY,Pcs.,0,0.00,20,"4,900.00",0,0.00,4,"1,200.00",0,0.00,16,"3,920.00"
"ECOSLIM CAPS 120MG PACK",PHARMACY,Pcs.,2,"19,653.33",2,"20,300.00",0,0.00,2,"27,400.00",0,0.00,2,"19,976.67"
"EFAMOL EVENING PRIMROSE 1000MG X30PACK",PHARMACY,Pcs.,5,"82,847.75",2,"33,000.00",0,0.00,2,"44,800.00",0,0.00,5,"82,708.65"
"EFAMOL EVENING PRIMROSE 500MG X90JAR",PHARMACY,Pcs.,3,"66,860.00",1,"22,500.00",0,0.00,2,"60,400.00",0,0.00,2,"44,715.55"
"ELBOW GLOVE X 2 PACK",PHARMACY,Pcs.,6,"4,200.00",0,0.00,0,0.00,2,"2,000.00",0,0.00,4,"2,800.00"
"ELECTROBOOST ORS PLUS ZINC PACK",PHARMACY,Pcs.,-1,-750.00,0,0.00,0,0.00,1,750.00,0,0.00,-2,"-1,500.00"
"ELECTRORUSH ORANGE ORS 200ML",PHARMACY,Pcs.,1,750.00,0,0.00,0,0.00,5,"6,000.00",0,0.00,-4,"-4,800.00"
"ELEMENT SPRAY",HOUSEHOLD ITEMS,Pack.,3,"6,500.00",0,0.00,0,0.00,1,"3,000.00",0,0.00,2,"4,333.33"
"ELICATRIN POWDER JAR",PHARMACY,Pcs.,15,"17,514.38",10,"13,000.00",0,0.00,13,"21,800.00",0,0.00,12,"14,893.98"
"ELICORID KIT X 42 TABS PACK",PHARMACY,Pcs.,1,"12,500.00",0,0.00,0,0.00,0,0.00,0,0.00,1,"12,500.00"
"ELOPE SPRAY",HOUSEHOLD ITEMS,Pack.,1,0.00,0,0.00,0,0.00,0,0.00,0,0.00,1,0.00
"EMAL 150MG INJ PACK",PHARMACY,Pcs.,1,"4,485.00",5,"22,750.00",0,0.00,2,"12,400.00",0,0.00,4,"18,200.00"
"EMAL 75MG INJECTION",PHARMACY,Pcs.,4,"11,275.00",0,0.00,0,0.00,0,0.00,0,0.00,4,"11,275.00"
"EMBANOL (SALBUTAMOL + THEOPHYLINE)",PHARMACY,Pcs.,56,"4,350.54",0,0.00,0,0.00,22,"4,400.00",0,0.00,34,"2,641.38"
"EMBARGA FORTE TABS 80MG PACK",PHARMACY,Pcs.,21,"25,200.00",0,0.00,0,0.00,0,0.00,0,0.00,21,"25,200.00"
"EMBASSY 2 WAYS INHALER",PHARMACY,Pack.,1,633.34,0,0.00,0,0.00,0,0.00,0,0.00,1,633.34
"EM-B-PLEX SYR 100ML",PHARMACY,Pcs.,-9,"-7,788.00",0,0.00,0,0.00,8,"9,600.00",0,0.00,-17,"-17,388.00"
"EM-B-PLEX TABS X100 JAR",PHARMACY,Pcs.,25,"12,047.06",40,"19,600.00",0,0.00,44,"30,800.00",0,0.00,21,"10,285.56"
"EMCAP  BLISTER",PHARMACY,Pcs.,185,"28,760.25",100,"15,440.00",0,0.00,91,"22,750.00",0,0.00,194,"30,079.62"
"EMCAP SUSP 60ML BOTTLE",PHARMACY,Pcs.,33,"22,585.60",0,0.00,0,0.00,17,"17,000.00",0,0.00,16,"10,950.63"
"EMCILLIN SUSP 125MG/5ML 100ML BOTTLE",PHARMACY,Pcs.,10,"9,998.94",0,0.00,0,0.00,1,"1,400.00",0,0.00,9,"8,999.05"
"EMGYL SYR 200MG/5ML BOTTLE",PHARMACY,Pcs.,-41,"-32,300.00",67,"43,470.00",0,0.00,22,"22,000.00",0,0.00,4,"2,800.00"
"EMGYL TABS 200MG BLISTER",PHARMACY,Pcs.,-11,"-2,114.65",0,0.00,0,0.00,0,0.00,0,0.00,-11,"-2,114.65"
"EMGYL TABS 400MG X 100 BLISTER",PHARMACY,Pcs.,80,"15,321.20",0,0.00,0,0.00,0,0.00,0,0.00,80,"15,321.20"
"EMMOX (EMZOR) CAPS 500MG X 100 BLISTER",PHARMACY,Pcs.,58,"52,051.16",0,0.00,0,0.00,16,"22,400.00",0,0.00,42,"37,692.23"
"EMMOX SUSP 100ML BOTTLE",PHARMACY,Pcs.,24,"32,159.70",40,"60,000.00",0,0.00,33,"69,000.00",0,0.00,31,"44,975.58"
"EMPIGET 10MG PACK EMPAGLIFLOZIN",PHARMACY,Pcs.,1,"7,355.00",2,"14,400.00",0,0.00,2,"20,000.00",0,0.00,1,"7,251.67"
"EMPIGET 25MG PACK",PHARMACY,Pcs.,6,"10,995.00",1,"10,995.00",0,0.00,1,"14,900.00",0,0.00,6,"20,157.50"
"EMPILL COD LIVER OIL SYR 100ML",PHARMACY,Pcs.,2,"13,300.00",0,0.00,0,0.00,0,0.00,0,0.00,2,"13,300.00"
"EMPILL COD LIVER OIL SYR 200ML",PHARMACY,Pcs.,-2,"-22,000.00",0,0.00,0,0.00,0,0.00,0,0.00,-2,"-22,000.00"
"EMPILL KIDDIES SYR 200ML BOTTLE",PHARMACY,Pcs.,1,"4,537.50",0,0.00,0,0.00,0,0.00,0,0.00,1,"4,537.50"
"EMPILL THROLYTE SACHET",PHARMACY,Pcs.,3,"2,551.36",40,"34,220.00",0,0.00,12,"14,800.00",0,0.00,31,"26,612.40"
"EMPILL VAGINE PROBIOTIC CAP",PHARMACY,Pcs.,2,"6,400.00",0,0.00,0,0.00,2,"8,800.00",0,0.00,0,0.00
"EMPRIN TABS 75MG X 100 SACHET",PHARMACY,Pcs.,51,"2,754.00",0,0.00,0,0.00,28,"2,500.00",0,0.00,23,"1,242.00"
"EMPROFEN 200MG BLISTER",PHARMACY,Pcs.,1,"1,250.00",0,0.00,0,0.00,9,"15,300.00",0,0.00,-8,"-13,600.00"
"EMPROFEN 400MG BLISTER",PHARMACY,Pcs.,75,"108,774.27",0,0.00,0,0.00,36,"75,800.00",0,0.00,39,"56,562.68"
"EMPROFEN SUSP 100ML BOTTLE",PHARMACY,Pcs.,5,"4,795.68",0,0.00,0,0.00,0,0.00,0,0.00,5,"4,795.68"
"EMTRIM FORTE 960MG BLISTER",PHARMACY,Pcs.,0,0.00,10,"4,755.00",0,0.00,5,"4,000.00",0,0.00,5,"2,377.50"
"EMTRIM SUSP 240MG/5ML 50ML BOTTLE",PHARMACY,Pcs.,26,"16,973.71",0,0.00,0,0.00,7,"7,000.00",0,0.00,19,"12,403.87"
"EMTRIM TABS 480MG X 1000 {BLIST BLISTER",PHARMACY,Pcs.,127,"32,984.46",100,"30,000.00",0,0.00,75,"37,500.00",0,0.00,152,"42,601.26"
"EMTRISIL SUSP 200ML BOTTLE",PHARMACY,Pcs.,3,"3,593.58",0,0.00,0,0.00,0,0.00,0,0.00,3,"3,593.58"
"EM-VIT-C BLISTER X 10 SACHET",System,Pcs.,14,"1,166.69",0,0.00,0,0.00,0,0.00,0,0.00,14,"1,166.69"
"EM-VIT-C COLOURED CUP X 1000 JAR",PHARMACY,Pcs.,-1,"-1,200.00",0,0.00,0,0.00,0,0.00,0,0.00,-1,"-1,200.00"
"EM-VIT-C DROPS 15ML BOTTLE",PHARMACY,Pcs.,28,"21,428.68",0,0.00,0,0.00,18,"21,600.00",0,0.00,10,"7,653.10"
"EM-VIT-C SYR 100ML BOTTLE",PHARMACY,Pcs.,27,"20,510.14",100,"86,400.00",0,0.00,107,"166,600.00",0,0.00,20,"16,891.10"
"EM-VIT-C TAB X100 WHITE",PHARMACY,Pcs.,20,"11,482.30",0,0.00,0,0.00,0,0.00,0,0.00,20,"11,482.30"
"EM-VIT-C X100 CHEWABLE",PHARMACY,Pcs.,5,"4,290.00",0,0.00,0,0.00,0,0.00,0,0.00,5,"4,290.00"
"EMVITE  SYR  100ML BOTTLE",PHARMACY,Pcs.,11,"8,862.77",20,"15,880.00",0,0.00,10,"15,000.00",0,0.00,21,"16,730.73"
"EMVITE DROP BOTTLE",PHARMACY,Pcs.,-1,0.00,0,0.00,0,0.00,0,0.00,0,0.00,-1,0.00
"EMVITE SUPER X 30 CAPS SACHET",PHARMACY,Pcs.,-1,-350.00,0,0.00,0,0.00,0,0.00,0,0.00,-1,-350.00
"EMVITE TAB COUNTING",PHARMACY,Pcs.,-53,-689.00,0,0.00,0,0.00,0,0.00,0,0.00,-53,-689.00
"EMVITE X 100 TABS JAR",PHARMACY,Pcs.,8,"6,800.00",10,"8,500.00",0,0.00,5,"6,500.00",0,0.00,13,"11,050.00"
"EMZIFIX 400MG BLISTER",PHARMACY,Pcs.,-6,"-16,230.00",0,0.00,0,0.00,0,0.00,0,0.00,-6,"-16,230.00"
"EMZIPRIL 10MG BLISTER",PHARMACY,Pcs.,-6,"-3,000.00",0,0.00,0,0.00,0,0.00,0,0.00,-6,"-3,000.00"
"EMZIPRIL 5MG BLISTER",PHARMACY,Pcs.,19,"4,854.10",0,0.00,0,0.00,0,0.00,0,0.00,19,"4,854.10"
"EMZOCLOX 500MG CAP BLISTER",PHARMACY,Pcs.,78,"77,017.89",50,"49,225.00",0,0.00,21,"29,400.00",0,0.00,107,"105,508.64"
"EMZOCLOX DROPS BOTTLE",PHARMACY,Pcs.,-6,"-10,200.00",0,0.00,0,0.00,0,0.00,0,0.00,-6,"-10,200.00"
"EMZOCLOX SUSP 100ML BOTTLE",PHARMACY,Pcs.,-7,"-16,600.00",10,"17,500.00",0,0.00,10,"24,000.00",0,0.00,-7,"-14,850.00"
"EMZOLYN 4 WAY SYR",PHARMACY,Pcs.,59,"58,501.62",0,0.00,0,0.00,0,0.00,0,0.00,59,"58,501.62"
"EMZOLYN SYR ADULT",PHARMACY,Pcs.,53,"61,008.39",30,"38,500.00",0,0.00,35,"67,800.00",0,0.00,48,"57,655.73"
"EMZOLYN SYR CHILDREN",PHARMACY,Pcs.,-43,"-34,000.00",20,"13,000.00",0,0.00,13,"15,600.00",0,0.00,-36,"-30,550.00"
"EMZOLYTE PLUS POWDER PACK",PHARMACY,Pcs.,4,"2,200.00",0,0.00,0,0.00,2,"1,500.00",0,0.00,2,"1,100.00"
"EMZOLYTE POWDER 20.5G PACK",PHARMACY,Pcs.,1,800.00,0,0.00,0,0.00,0,0.00,0,0.00,1,800.00
"EMZOPHAGE 500MG BLISTER",PHARMACY,Pcs.,15,"3,187.50",20,"4,930.00",0,0.00,3,900.00,0,0.00,32,"7,480.00"
"EMZOR PARA NIGHT",PHARMACY,Pcs.,47,"21,686.98",0,0.00,0,0.00,0,0.00,0,0.00,47,"21,686.98"
"EMZORON CAPS  X 120 BLISTER",PHARMACY,Pcs.,4,440.00,0,0.00,0,0.00,0,0.00,0,0.00,4,440.00
"EMZORON CAPS X 30 PACK",PHARMACY,Pcs.,-10,0.00,0,0.00,0,0.00,0,0.00,0,0.00,-10,0.00
"EMZORON TONIC SYR 200ML BOTTLE",PHARMACY,Pcs.,5,"2,475.00",0,0.00,0,0.00,0,0.00,0,0.00,5,"2,475.00"
"EMZOVASC 10MG BLISTER",PHARMACY,Pcs.,12,"3,182.70",0,0.00,0,0.00,0,0.00,0,0.00,12,"3,182.70"
"ENARETIC TAB BLISTER",PHARMACY,Pcs.,6,"6,880.00",0,0.00,0,0.00,3,"4,500.00",0,0.00,3,"3,440.00"
"ENAT CAPS 400IU PACK",PHARMACY,Pcs.,1,"8,785.00",0,0.00,0,0.00,0,0.00,0,0.00,1,"8,785.00"
"ENDIX-G CREAM  20G TUBE",PHARMACY,Pcs.,6,"7,635.93",10,"11,500.00",0,0.00,2,"3,600.00",0,0.00,14,"16,743.93"
"ENSURE DRINK",DRINKS AND BEVERAGES,Pcs.,8,"28,000.00",0,0.00,0,0.00,0,0.00,0,0.00,8,"28,000.00"
"ENTEROGERMINA SOLUTION 10ML VIALS",PHARMACY,Pcs.,18,"9,583.80",0,0.00,0,0.00,9,"9,900.00",0,0.00,9,"4,791.89"
"EPICROM EYE DROP",PHARMACY,Pcs.,1,"1,192.86",0,0.00,0,0.00,0,0.00,0,0.00,1,"1,192.86"
"EPIDERM TUBE CREAM 30G TUBE",PHARMACY,Pcs.,14,"9,614.51",24,"16,800.00",0,0.00,24,"24,000.00",0,0.00,14,"9,761.43"
"EPIFENAC EYE DROP",PHARMACY,Pcs.,17,"20,803.10",5,"7,750.00",0,0.00,0,0.00,0,0.00,22,"28,553.10"
"EPIGESIC TABS  X 20 BLISTER",PHARMACY,Pcs.,42,"61,694.95",40,"60,000.00",0,0.00,28,"56,000.00",0,0.00,54,"80,193.70"
"EPILIM CHROMO TABS 500MG X 100 BLISTER",PHARMACY,Pcs.,8,"20,936.00",10,"71,990.00",0,0.00,0,0.00,0,0.00,18,"92,926.00"
"EPILIM SYR. 300MLS",PHARMACY,Pcs.,0,0.00,1,"23,500.00",0,0.00,1,"31,800.00",0,0.00,0,0.00
"EPILIM TABS 200MG X 100 BLISTER",PHARMACY,Pcs.,10,"29,900.00",0,0.00,0,0.00,0,0.00,0,0.00,10,"29,900.00"
"EPISOFT EYE DROPS X 1 PACK",PHARMACY,Pcs.,-7,0.00,0,0.00,0,0.00,0,0.00,0,0.00,-7,0.00
"EPO EJA CAPS 1000 MG X 15 SACHET",PHARMACY,Pcs.,33,"19,031.67",40,"21,000.00",0,0.00,54,"43,200.00",0,0.00,19,"10,323.70"
"EPO EJA SYR",PHARMACY,Pcs.,0,0.00,5,"11,500.00",0,0.00,2,"8,000.00",0,0.00,3,"6,900.00"
"EPROXEN TABS 500MG X 8 PACK",PHARMACY,Pcs.,24,"57,808.20",0,0.00,0,0.00,10,"34,000.00",0,0.00,14,"33,721.45"
"EPSOM SALTS (MOKO)  POWDER  X 1 SACHET",PHARMACY,Pcs.,27,"6,262.31",60,"11,000.00",0,0.00,12,"6,000.00",0,0.00,75,"14,728.00"
"ERGOT INJ 2ML X 100 AMPOULES",PHARMACY,Pcs.,6,840.00,0,0.00,0,0.00,0,0.00,0,0.00,6,840.00
"ERIXYN 500MG TAB ERYTHROMYCIN",PHARMACY,Pcs.,5,"4,600.00",20,"18,400.00",0,0.00,10,"15,000.00",0,0.00,15,"13,800.00"
"EROMYCIN 500MG FIDSON",PHARMACY,Pcs.,27,"11,274.56",20,"21,400.00",0,0.00,18,"32,400.00",0,0.00,29,"20,335.90"
"ERYFAST 500mg",PHARMACY,Pcs.,1,535.00,0,0.00,0,0.00,0,0.00,0,0.00,1,535.00
"ERYTHRO 500MG TAB EMZOR",PHARMACY,Pcs.,7,"11,846.27",0,0.00,0,0.00,0,0.00,0,0.00,7,"11,846.27"
"ERYTHRO SUSP EMZOR",System,Pcs.,18,"23,204.79",0,0.00,0,0.00,0,0.00,0,0.00,18,"23,204.79"
"ERYTHROCARE 500MG",PHARMACY,Pcs.,-2,"-3,560.00",0,0.00,0,0.00,0,0.00,0,0.00,-2,"-3,560.00"
"ERYTHROKID SUSP 250MG/5ML 100ML BOTTLE",PHARMACY,Pcs.,10,"16,945.26",10,"16,580.00",0,0.00,8,"20,000.00",0,0.00,12,"19,997.15"
"ERYTHROMAX TABS 500MG X 10 PACK",PHARMACY,Pcs.,16,"14,975.28",0,0.00,0,0.00,0,0.00,0,0.00,16,"14,975.28"
"ERYTHROMYCIN 250MG (EROCETH)",PHARMACY,Pcs.,-2,"-2,400.00",0,0.00,0,0.00,0,0.00,0,0.00,-2,"-2,400.00"
"ERYTHROMYCIN 500MG NEMEL PACK",PHARMACY,Pcs.,4,"4,700.00",0,0.00,0,0.00,0,0.00,0,0.00,4,"4,700.00"
"ERYTHROMYCIN 500MG TABS (RGI)",PHARMACY,Pcs.,7,"7,140.00",0,0.00,0,0.00,7,"11,200.00",0,0.00,0,0.00
"ERYTHROMYCIN(TUYIL) SYR 60ML X BOTTLE",PHARMACY,Pcs.,26,"18,455.18",0,0.00,0,0.00,7,"7,000.00",0,0.00,19,"13,486.48"
"ERYTHRONEZ TABS 250MG PACK",PHARMACY,Pcs.,1,296.52,0,0.00,0,0.00,0,0.00,0,0.00,1,296.52
"ERYTHRONEZ TABS 500MG X 10 PACK",PHARMACY,Pcs.,-3,0.00,0,0.00,0,0.00,0,0.00,0,0.00,-3,0.00
"ERYTHROVAL SUSP 100ML",PHARMACY,Pcs.,1,750.00,0,0.00,0,0.00,0,0.00,0,0.00,1,750.00
"ERYTOMAC 500MG TAB PACK",PHARMACY,Pcs.,4,"4,080.00",0,0.00,0,0.00,0,0.00,0,0.00,4,"4,080.00"
"ESOFAG 40MG TABS BLISTER",PHARMACY,Pcs.,5,"7,830.00",0,0.00,0,0.00,3,"6,600.00",0,0.00,2,"3,132.00"
"ESOFAG KIT PACK",PHARMACY,Pcs.,3,"31,437.50",0,0.00,0,0.00,0,0.00,0,0.00,3,"31,437.50"
"ESOFAG-D X 30 CAPS BLISTER",PHARMACY,Pcs.,16,"27,776.10",9,"15,300.00",0,0.00,7,"16,800.00",0,0.00,18,"31,014.79"
"ESOMEPRAZOLE (PERMESOP)   20MG PACK",PHARMACY,Pcs.,2,"6,400.00",0,0.00,0,0.00,2,"8,600.00",0,0.00,0,0.00
"ESOMEPRAZOLE 40MG SAMJONES PACK",PHARMACY,Pcs.,23,"32,276.48",0,0.00,0,0.00,5,"11,500.00",0,0.00,18,"25,259.85"
"ESPEN TABS 400MG X 50 PACK",PHARMACY,Pcs.,20,"2,781.30",0,0.00,0,0.00,0,0.00,0,0.00,20,"2,781.30"
"ESSENTIAL FORTE CAPS X 5 SACHET",PHARMACY,Pcs.,3,"5,881.00",0,0.00,0,0.00,0,0.00,0,0.00,3,"5,881.00"
"ETHICLOX CAP 500mg",PHARMACY,Pcs.,-77,"-198,900.00",0,0.00,0,0.00,0,0.00,0,0.00,-77,"-198,900.00"
"ETHICOL EYE DROP BOTTLE",PHARMACY,Pcs.,9,"1,800.00",0,0.00,0,0.00,0,0.00,0,0.00,9,"1,800.00"
"ETHIMOX CAP 500MG X100",PHARMACY,Pcs.,-5,"-7,250.00",0,0.00,0,0.00,0,0.00,0,0.00,-5,"-7,250.00"
"ETHIMOX CAPSX 20",PHARMACY,Pcs.,11,"19,800.00",0,0.00,0,0.00,0,0.00,0,0.00,11,"19,800.00"
"EUSOL LOTION  100MLS BOTTLE",PHARMACY,Pcs.,7,"2,465.77",5,"2,475.00",0,0.00,6,"3,900.00",0,0.00,6,"2,589.34"
"EUTHYMOL 75ML TUBE",HOUSEHOLD ITEMS,Pcs.,13,"58,000.00",0,0.00,0,0.00,3,"16,200.00",0,0.00,10,"44,615.38"
"EVA BABY SOAP",COSMETICS,Pcs.,-1,-400.00,0,0.00,0,0.00,1,400.00,0,0.00,-2,-800.00
"EVA SOAP MIX 150G PACK",COSMETICS,Pcs.,36,"19,790.46",0,0.00,0,0.00,11,"6,900.00",0,0.00,25,"13,743.37"
"EVA TABLE WATER 1.5L BOTTLE",DRINKS AND BEVERAGES,Pcs.,20,"5,833.33",12,"3,500.00",0,0.00,17,"8,500.00",0,0.00,15,"4,374.98"
"EVA TABLE WATER 75ml",HOUSEHOLD ITEMS,Pcs.,64,"13,604.26",24,"5,000.00",0,0.00,13,"3,900.00",0,0.00,75,"15,852.74"
"EVE BOOM X60 PACK",PHARMACY,Pcs.,1,"6,200.00",0,0.00,0,0.00,0,0.00,0,0.00,1,"6,200.00"
"EVE DESIRE X30 JAR N/F",System,Pcs.,2,"28,510.00",0,0.00,0,0.00,1,"21,500.00",0,0.00,1,"14,255.00"
"EVE PRIMEROSE OIL N/F 1000MG",PHARMACY,Pcs.,-1,"-8,100.00",0,0.00,0,0.00,0,0.00,0,0.00,-1,"-8,100.00"
"EVENING PRIMEROSE 1G AFROPRIME BLISTER",PHARMACY,Pcs.,19,"23,525.14",0,0.00,0,0.00,0,0.00,0,0.00,19,"23,525.14"
"EVENING PRIMROSE 1000MG EMZOR BLISTER",PHARMACY,Pcs.,24,"48,000.00",0,0.00,0,0.00,0,0.00,0,0.00,24,"48,000.00"
"EVENING PRIMROSE 1000MG HEALTHP BLISTER",PHARMACY,Pcs.,23,"28,582.25",30,"35,000.00",0,0.00,10,"19,500.00",0,0.00,43,"51,462.76"
"EVENING PRIMROSE 1000MG HEALTHP X100 JAR",PHARMACY,Pcs.,4,"29,107.29",4,"29,365.00",0,0.00,5,"51,000.00",0,0.00,3,"22,127.56"
"EVENING PRIMROSE 1000MG HEALTHP X60 JAR",PHARMACY,Pack.,1,"7,066.66",0,0.00,0,0.00,0,0.00,0,0.00,1,"7,066.66"
"EVENING PRIMROSE 1000MG N/F BLISTER",PHARMACY,Pcs.,10,"24,545.45",0,0.00,0,0.00,3,"11,400.00",0,0.00,7,"17,181.81"
"EVENING PRIMROSE 1G X30 (AFRO)",PHARMACY,Pcs.,13,"19,964.29",0,0.00,0,0.00,0,0.00,0,0.00,13,"19,964.29"
"EVENING PRIMROSE 500MG EMZOR BLISTER",PHARMACY,Pcs.,42,"50,400.00",0,0.00,0,0.00,0,0.00,0,0.00,42,"50,400.00"
"EVENING PRIMROSE OIL 500MG KAVIAN BLISTE",PHARMACY,Pcs.,12,"11,200.02",0,0.00,0,0.00,0,0.00,0,0.00,12,"11,200.02"
"EVENING PRIMROSE OIL EMBASSY BLISTER",PHARMACY,Pcs.,6,"8,000.01",0,0.00,0,0.00,0,0.00,0,0.00,6,"8,000.01"
"EVENING PRIMROSE1000MG BLIS SOFTHEALTH",PHARMACY,Pcs.,19,"26,920.81",0,0.00,0,0.00,20,"40,000.00",0,0.00,-1,"-1,416.88"
"EVERYMAN X 30 TABS JAR",PHARMACY,Pcs.,1,"7,255.34",2,"14,500.00",0,0.00,1,"9,900.00",0,0.00,2,"14,502.67"
"EVERYWOMAN X 30 TABS JAR",PHARMACY,Pcs.,5,"35,947.00",1,"7,250.00",0,0.00,2,"19,800.00",0,0.00,4,"28,806.08"
