FADOB PHARMACY & STORES
List of Items
Name,Alias,Group Name,Op. Amount,Op. Stock(Main),Sale Price,Purc. Price
DEEP HEAT SPRAY 150ML TIN,,PHARMACY,"18,433.87",3,"8,800.00","6,500.00"
DEEP RELIEF CREAM  30G PACK,,PHARMACY,"1,064.00",2,700.00,532.00
DELE COTTON WOOL 100G PACK,,PHARMACY,"3,633.90",4,"1,300.00",920.00
DELE COTTON WOOL 12.5G,,PHARMACY,"6,295.85",51,300.00,130.00
DELE COTTON WOOL 250G PACK,,PHARMACY,"14,463.78",7,"3,000.00","2,065.00"
DELE COTTON WOOL 500G PACK,,PHARMACY,"28,224.62",7,"5,500.00","4,100.00"
DELE COTTON WOOL 50G,,PHARMACY,"7,277.95",16,700.00,445.00
DELISSO WAFFERS CHOCOLATE,,CHOCOLATES,"41,983.62",101,700.00,416.67
DELTA MEDICATED SOAP 80 80G PCS,,COSMETICS,0.00,0,200.00,166.67
DENTA PLUS 2 IN 1 TOOTHBRUSH,,HOUSEHOLD ITEMS,562.98,1,700.00,583.33
DENTA PLUS SINGLE TOOTHBRUSH SINGLEPAC,,HOUSEHOLD ITEMS,"7,480.77",15,700.00,500.00
DENTAL FLOSS *30/*40 PCS FLAT&CUP PACK,,HOUSEHOLD ITEMS,"4,700.02",15,500.00,312.50
DENTAL FLOSS COLDENT 100PCS PACK,,HOUSEHOLD ITEMS,"-6,800.00",-4,"1,800.00","1,333.33"
DENTAL FLOSS COLDENT X50PCS PACK,,HOUSEHOLD ITEMS,"5,541.66",7,"1,100.00",791.67
DENTAL FLOSS FAMILY PACK 50PCS,,PHARMACY,0.00,0,0.00,"1,325.00"
DENTAL FLOSS X100 PCS FLAT PACK,,HOUSEHOLD ITEMS,"16,000.00",16,"1,400.00","1,000.00"
DEQUADIN LOZENGES,,PHARMACY,"3,950.36",20,400.00,200.00
DERMABACT CREAM 30G TUBE,,PHARMACY,0.00,0,400.00,0.00
DERMACOL CREAM,,PHARMACY,"8,166.68",14,"1,000.00",583.33
DERMALIS CLEANSER BOTTLE,,PHARMACY,"5,500.00",6,"1,100.00",916.67
DERMAZIN CREAM  50G TUBE,,PHARMACY,"9,038.89",2,"6,000.00","5,100.00"
DERMAZIN CREAM 25G TUBE,,PHARMACY,"2,771.42",1,"3,800.00","2,800.00"
DERMOVATE CREAM  30G TUBE,,System,"3,100.00",1,"4,000.00","3,100.00"
DERMOVTE CREAM 25G,,PHARMACY,970.00,1,"1,500.00",970.00
DETTOL COOL SOAP 110G,,COSMETICS,"-26,200.00",-51,600.00,466.67
DETTOL COOL SOAP 70G,,HOUSEHOLD ITEMS,"-39,425.00",-149,300.00,229.17
DETTOL JELLY  80G JAR,,HOUSEHOLD ITEMS,-700.00,-2,700.00,0.00
DETTOL LIQUID 165ML JAR,,HOUSEHOLD ITEMS,"-5,800.00",-2,"3,400.00","2,833.33"
DETTOL LIQUID 1LT JAR,,HOUSEHOLD ITEMS,"-12,000.00",-1,"12,000.00","10,250.00"
DETTOL LIQUID 250ML PCS,,HOUSEHOLD ITEMS,"17,222.22",4,"5,200.00","4,333.33"
DETTOL LIQUID 500ML JAR,,HOUSEHOLD ITEMS,"150,833.32",20,"9,000.00","7,541.67"
DETTOL LIQUID 750ML JAR,,HOUSEHOLD ITEMS,"103,333.34",10,"12,000.00","10,333.33"
DETTOL LIQUID 75ML JAR,,HOUSEHOLD ITEMS,"76,307.99",58,"1,600.00","1,312.50"
DETTOL SOAP ORIGINAL 110G GREEN,,HOUSEHOLD ITEMS,"-5,200.00",-4,"1,300.00","1,020.83"
DETTOL SOAP ORIGINAL 75G,,COSMETICS,"-10,733.33",-18,700.00,525.00
DEXACURE 1MG DEXAMETHASONE BLISTER,,PHARMACY,"2,475.00",45,100.00,55.00
DEXAMETHASONE(MULTICOY) 1ML INJ AMPOULES,,PHARMACY,"4,205.06",84,80.00,49.00
DEXAMETHASONE/NEOMYCIN EYEDROP FIDSON,,PHARMACY,0.00,0,900.00,670.00
DEXILANT 2MG BLISTER TIZANIDINE,,PHARMACY,"4,413.58",3,"2,100.00","1,466.67"
DEXORANGE SYR  200ML BOTTLE,,PHARMACY,"34,514.73",12,"4,000.00","2,950.00"
DEXTROSE SALINE FIDSON BOTTLE,,PHARMACY,"-77,080.00",-119,800.00,525.00
DEXTROSE WATER 5% FIDSON BOTTLE,,System,"-33,850.00",-54,800.00,565.00
DEX-UP 0.5MG TAB BLISTER DEXAMETHASONE,,PHARMACY,"1,610.00",46,100.00,35.00
DHA EMULSION SYR 100ML HOVID BOTTLE,,PHARMACY,"10,630.00",2,"7,200.00","5,315.00"
DHA PLUS EMULSION(KRISPINE) BOTTLE,,PHARMACY,"16,461.22",3,"7,600.00","5,600.00"
DHA SYR JEHYSON,,PHARMACY,"4,300.00",1,"6,000.00","4,300.00"
DIABETIC (AKTIV),,PHARMACY,0.00,0,"9,800.00","7,540.00"
DIABETMIN TABS 500MG X 100 SACHET,,PHARMACY,"69,900.55",157,700.00,445.00
DIABETONE CAPS  X 30 BLISTER,,PHARMACY,"-4,636.68",-2,"3,800.00","2,318.33"
DIABOND BLISTER METFORMIN,,PHARMACY,"4,349.97",18,400.00,241.67
DIAMET 500MG TAB,,PHARMACY,"-1,125.00",-5,400.00,250.00
DIAMICRON TABS 30MG X 30 BLISTER,,PHARMACY,"39,811.22",25,"2,400.00","1,666.67"
DIAMICRON TABS 60MG X 30 SACHET,,PHARMACY,"43,661.30",8,"8,100.00","5,960.00"
DIAPRIDE 4MG BLISTER,,PHARMACY,"13,566.66",10,"1,900.00","1,356.67"
DIASTOP SUSP 100ML BOTTLE,,PHARMACY,"3,878.40",6,900.00,645.00
DIATAB  5MG X 100 SACHET,,PHARMACY,"15,157.80",149,200.00,102.00
DIAZEPAM INJ,,PHARMACY,"-1,200.00",-4,300.00,189.00
DIAZEPAM TAB COUNTING PER TABLET,,PHARMACY,"4,810.00",740,10.00,6.50
DICLOFENAC 50MG CAP DGF,,PHARMACY,885.00,3,500.00,295.00
DICLOFENAC GEL DGF 30G TUBE,,PHARMACY,"-6,700.00",-7,"1,000.00",710.00
DICLOFENAC INJ AMPOULES,,PHARMACY,"-1,424.00",-13,100.00,50.00
DICLOFENAC(DGF) EYE DROPS 5ML PACK,,PHARMACY,"24,911.76",22,"1,800.00","1,300.00"
DICLOGENTA EYE DROPS 5ML BOTTLE,,PHARMACY,-800.00,-4,800.00,0.00
DICLOMOL GEL PACK,,PHARMACY,"48,531.46",68,"1,000.00",710.00
DICLOMOL TAB X20 BLISTER,,PHARMACY,"20,519.06",61,500.00,347.50
DICLOVISION EYEDROP,,PHARMACY,"4,500.00",4,"1,600.00","1,125.00"
DIFLUCAN  50MG CAP X 3 PACK,,PHARMACY,"26,740.95",6,"6,200.00","4,500.00"
DIGICEF SUSP 100ML,,PHARMACY,"13,500.00",5,"3,700.00","2,700.00"
DIGICLAV 228MG 70ML,,PHARMACY,"2,150.00",1,"3,000.00","2,150.00"
DIGICLAV 457MG SUSP,,PHARMACY,"18,900.00",7,"4,500.00","2,700.00"
DIGITAL THERMOMETER HEALTHCHECK PACK,,PHARMACY,"18,792.97",6,"4,300.00","3,150.00"
DIGITAL THERMOMETER INFRARED,,PHARMACY,0.00,6,0.00,0.00
DIGITAL THERMOMETER WITH BEEPER PCS,,PHARMACY,"2,505.55",2,"1,800.00","1,250.00"
DIGOXIN 0.25MG TAB X 50 BLISTER,,System,"7,473.27",29,500.00,180.00
DIHYROCODEINE 300MG TAB DF118,,PHARMACY,0.00,0,"8,000.00",0.00
DILAZOL OMEPAZOLE  20MG X 10 PACK,,PHARMACY,0.00,0,250.00,0.00
DIORA PETROLEUM JELLY 100G S/S,,COSMETICS,"1,500.00",4,500.00,375.00
DIORA PETROLEUM JELLY 350G B/S,,COSMETICS,"3,666.66",4,"1,200.00",916.67
DIORA SHEA BUTTER 227G,,COSMETICS,"12,923.08",12,"1,500.00","1,083.33"
DIOSARTAN 80MG VALSARTAN BLISTER,,PHARMACY,"20,222.23",14,"2,200.00","1,666.67"
DIOSCOVITE DROPS BOTTLE,,System,0.00,0,"21,600.00","16,000.00"
DIOVAN TABS 160MG X 28 BLISTER,,PHARMACY,"52,836.00",4,"17,200.00","13,209.00"
DIOVAN TABS 80MG X 28 BLISTER,,PHARMACY,"8,507.20",1,"16,900.00","8,507.20"
DIP SEAS COD LIVER OIL 1000MG C BLISTER,,PHARMACY,514.62,2,350.00,257.31
DIPLOMAT HARD SMOKERS BRUSH,,PHARMACY,"4,666.68",8,700.00,583.33
DIPLOMAT TOOTHBRUSH X 12 PCS,,HOUSEHOLD ITEMS,"4,999.99",12,600.00,416.67
D-KOFF  SYR 100ML BOTTLE,,PHARMACY,"25,649.82",36,"1,200.00",700.00
DMAL INJ ARTEMETHER PACK,,PHARMACY,"-3,000.00",-2,"1,500.00",900.00
DOFEC GEL,,PHARMACY,"13,440.00",48,400.00,280.00
DOGAN CUBE SUGAR,,HOUSEHOLD ITEMS,"6,000.00",5,"1,500.00","1,200.00"
DOLO META-B FORT TABS SACHET,,PHARMACY,"17,387.50",25,"1,000.00",695.50
DOLO-META B TABS  X 100 BLISTER,,PHARMACY,"28,802.81",71,600.00,400.00
DOLO-NEUROTAB TABS  X 100 BLISTER,,PHARMACY,-100.00,-1,100.00,0.00
DONEPEZIL HYDROCHLORIDE  10MG X PACK,,PHARMACY,"-4,000.00",-2,"4,200.00","2,000.00"
DONEPEZIL HYDROCHLORIDE 5MG BLISTER,,PHARMACY,"9,800.00",8,"1,700.00","1,225.00"
DOOBAI ROLL ON,,COSMETICS,0.00,0,"2,000.00",0.00
DOOBAI SPRAY,,HOUSEHOLD ITEMS,"15,000.00",5,"4,000.00","3,000.00"
DOPATAB TABS 250MG X 100 SACHET,,PHARMACY,"-118,800.00",-150,"1,200.00",896.00
DOPPEL HERZ UROCAALM X 30 CAPS PACK,,PHARMACY,0.00,0,"3,500.00",0.00
DORBAXIN 500MG X10 PACK,,PHARMACY,"5,530.00",7,"1,100.00",790.00
DORLPEN TAB PACK,,PHARMACY,0.00,0,"1,500.00","1,065.00"
DORZOLAMIDE (DOROTREX) EYE DROP BOTTLE,,PHARMACY,"12,800.00",4,"4,300.00","3,200.00"
DORZOLAMIDE (MEDICOM) EYE DROP,,PHARMACY,0.00,0,"3,000.00","2,400.00"
DOVASAT-H BLISTER,,PHARMACY,"5,300.00",6,"1,300.00",883.33
DOVE  PINK SOAP 100G SOAP TABLET,,COSMETICS,"20,441.94",19,"1,400.00","1,125.00"
DOVE BABY BATH,,PHARMACY,0.00,0,"2,200.00","1,666.67"
DOVE BEAUTY SOAP 100G PACK,,COSMETICS,"23,264.50",20,"1,400.00","1,166.67"
DOVE ROLL ON,,PHARMACY,"18,000.00",9,"2,500.00","2,000.00"
DOXAZOSIN 2MG TEVA,,PHARMACY,"-10,800.00",-8,"1,700.00","1,100.00"
DOXAZOSIN 4mg (MILPHARM),,PHARMACY,"4,950.00",10,650.00,495.00
DOXAZOSIN 4MG TEVA BLISTER,,PHARMACY,"-8,500.00",-5,"2,100.00","1,400.00"
DOXYCAP CAPS 100MG X 100 SACHET,,PHARMACY,"11,796.08",16,"1,000.00",736.50
DOXYCYCLINE 100MG CAP BLISTER,,PHARMACY,"15,533.02",87,400.00,193.50
DOXYCYCLINE 100MG FIDSON BLISTER,,PHARMACY,"15,922.50",55,400.00,289.50
DR BROWN ADULT DIAPER,,HOUSEHOLD ITEMS,"93,426.91",12,"10,000.00","7,850.00"
DR BROWN WIPES X 1 PACK,,HOUSEHOLD ITEMS,"27,128.22",24,"1,300.00",916.67
DR DERBY TONGUE CLEANER,,HOUSEHOLD ITEMS,"2,333.34",4,800.00,583.33
DR FIZZO LIVER SALT SACHET,,PHARMACY,"8,215.24",41,500.00,220.00
DR GREG OVULATION TEST KIT PCS,,PHARMACY,"1,620.00",1,"2,200.00","1,620.00"
DR HOMMELS ADVANCED LIQUID FORM ADVANCED,,PHARMACY,"15,578.40",4,"5,400.00","3,975.00"
DR HOMMELS CAPLETS CAPLET  X 3 PACK,,PHARMACY,"1,800.00",1,"2,300.00","1,800.00"
DR HOMMELS CLO ORANGE&GREEN PACK BOTTLE,,PHARMACY,"70,667.34",17,"8,000.00","3,800.00"
DR HOMMELS CLO YELLOW&BLACK PK BOTTLE,,PHARMACY,"-50,400.00",-9,"5,600.00","4,280.00"
DR JONES TOOTH BRUSH PCS,,HOUSEHOLD ITEMS,-500.00,-1,700.00,500.00
DREZ OINTMENT 10G,,PHARMACY,"6,000.00",3,"2,700.00","2,000.00"
DREZ SOLUTION,,PHARMACY,0.00,0,"4,100.00","3,000.00"
DROVID,,PHARMACY,0.00,0,"1,500.00","1,200.00"
DRUGAMOL INJ 15ML VIALS,,PHARMACY,"4,832.00",16,400.00,302.00
DRUGAMOL INJECTION 2MLS AMPOULES,,PHARMACY,0.00,0,50.00,0.00
DRUGENT EYE DROPS 10ML X 1 PACK,,System,608.18,1,900.00,626.00
DRUJELA GEL 10G TUBE,,PHARMACY,"3,761.55",6,"1,000.00",750.00
DRULATAN EYE DROPS 0.005% 2.5ML BOTTLE,,PHARMACY,0.00,-1,"3,300.00",0.00
DRUMAZINE PLUS CREAM SILVER SULFADIAZINE,,PHARMACY,0.00,0,"2,000.00","1,030.00"
DRUMELLOSE EYEDROP PACK,,PHARMACY,"4,271.57",3,"2,100.00","1,500.00"
DRUMOPTOL EYEDROP,,PHARMACY,0.00,0,"1,400.00",950.00
DRUPHAGAN EYE DROPS,,PHARMACY,"22,296.29",8,"3,800.00","2,710.00"
DRUPHAGAN PLUS EYEDROP,,PHARMACY,"-12,000.00",-3,"4,000.00","2,780.00"
DRY LOVE BABY WIPES PACK,,HOUSEHOLD ITEMS,"14,624.99",27,700.00,541.67
DRY LOVE PAD X10 PACK,,COSMETICS,"24,999.97",24,"1,200.00",916.67
DRYLIEF EYEDROP CARBOXYMETHYL CELLULOSE,,PHARMACY,0.00,0,"4,500.00","3,280.00"
DUCARPINE 200MG CARBAMAZEPINE BLISTER,,PHARMACY,"20,555.08",45,700.00,470.00
DUDU OSUN SOAP 150G PACK,,COSMETICS,"8,314.15",11,"1,000.00",770.83
DULCOLAX 10MG SUPP PER PIECE,,PHARMACY,700.00,2,"3,000.00",350.00
DULCOLAX 5MG SUPP PER PIECE,,PHARMACY,"-2,000.00",-1,"2,700.00","2,000.00"
DUODART TABS 0.5MG/0.4MG X 30 PACK,,PHARMACY,"104,773.81",5,"26,000.00","18,550.00"
DUOSOPT EYE DROP,,PHARMACY,"14,991.69",3,"6,800.00","5,000.00"
DUOSTAM PACK,,PHARMACY,"45,073.33",8,"7,700.00","5,680.00"
DUPHASTON TABS 10MG X 10 X 20 PACK,,PHARMACY,"78,620.02",8,"15,200.00","11,250.00"
DUREX CONDOM   X 12 PACK,,PHARMACY,0.00,0,"2,000.00","1,516.67"
DUREX CONDOM FEELS,,HOUSEHOLD ITEMS,"3,161.30",4,"1,100.00",830.00
DUREX CONDOM PCS,,PHARMACY,0.00,0,"1,400.00","1,100.00"
DUREX ELITE FETHERLITES PACK,,PHARMACY,"53,578.21",14,"5,600.00","4,150.00"
DUREX EXTRA SAFE X 1 SACHET,,PHARMACY,"49,360.00",16,"4,200.00","3,085.00"
DUREX FETHERLITE X3,,PHARMACY,"99,654.28",26,"5,300.00","3,890.00"
DUREX LUBRICANT BOTTLE,,PHARMACY,"49,000.00",12,"6,000.00","4,083.33"
DUREX PERFORMA COMDOM X3 PACK,,System,"-16,800.00",-3,"5,600.00","4,130.00"
DUREX PLEASURE ME X3,,PHARMACY,"3,422.40",1,"4,700.00","3,470.00"
DUREX SELECT X 3 PACK,,PHARMACY,"22,000.00",8,"3,700.00","2,750.00"
DUTASIN CAPS PACK,,PHARMACY,"92,571.43",8,"15,000.00","10,500.00"
DYNAMOGEN SOLUTION 10ML X 20 VIALS,,PHARMACY,"58,092.27",166,500.00,355.00
E45 CREAM CUP 350G CUP,,COSMETICS,0.00,0,"8,500.00",0.00
EAR WAX REMOVAL DROPS 15ML (DR JAR,,System,0.00,-1,"1,300.00",0.00
EASADOL CAPLET 500MG X 100 SACHET,,PHARMACY,"22,014.03",139,300.00,160.00
EASADOL PLUS CAPLET  X 100 BLISTER,,PHARMACY,"-6,000.00",-20,300.00,124.93
EASADOL SYRUP   60ML BOTTLE,,System,0.00,0,700.00,500.00
EBECEF (CEFTRIAXONE INJ.) 1G BOTTLE,,System,0.00,0,600.00,0.00
EBECLAV 288.5MG,,PHARMACY,"1,500.00",1,"2,000.00","1,500.00"
EBECLAV SUSP,,PHARMACY,"6,000.00",3,"2,500.00","2,000.00"
EBECOLD TABX4 PACK,,PHARMACY,0.00,4,200.00,0.00
EBENAT 125 SUSP BOTTLE,,PHARMACY,0.00,0,"3,000.00","2,345.00"
EBU 200MG (IBUPROFEN TABLET) XPACK,,PHARMACY,0.00,0,300.00,245.00
ECOFLOCIN PLUS,,PHARMACY,0.00,0,"1,000.00",745.00
ECOSLIM CAPS 120MG PACK,,PHARMACY,"19,653.33",2,"13,700.00","10,150.00"
EFAMOL EVENING PRIMROSE 1000MG X30PACK,,PHARMACY,"82,847.75",5,"22,400.00","16,500.00"
EFAMOL EVENING PRIMROSE 500MG X90JAR,,PHARMACY,"66,860.00",3,"30,400.00","22,500.00"
ELBOW GLOVE X 2 PACK,,PHARMACY,"4,200.00",6,"1,000.00",700.00
ELECTROBOOST ORS PLUS ZINC PACK,,PHARMACY,-750.00,-1,750.00,550.00
ELECTRORUSH ORANGE ORS 200ML,,PHARMACY,750.00,1,"1,200.00",750.00
ELEMENT SPRAY,,HOUSEHOLD ITEMS,"6,500.00",3,"3,000.00","2,166.67"
ELICATRIN POWDER JAR,,PHARMACY,"17,514.38",15,"1,800.00","1,300.00"
ELICORID KIT X 42 TABS PACK,,PHARMACY,"12,500.00",1,"15,500.00","12,500.00"
ELOPE SPRAY,,HOUSEHOLD ITEMS,0.00,1,"2,500.00",0.00
EMAL 150MG INJ PACK,,PHARMACY,"4,485.00",1,"6,200.00","4,550.00"
EMAL 75MG INJECTION,,PHARMACY,"11,275.00",4,"3,900.00","2,890.00"
EMBANOL (SALBUTAMOL + THEOPHYLINE),,PHARMACY,"4,350.54",56,200.00,80.00
EMBARGA FORTE TABS 80MG PACK,,PHARMACY,"25,200.00",21,"1,600.00","1,200.00"
EMBASSY 2 WAYS INHALER,,PHARMACY,633.34,1,900.00,633.33
EM-B-PLEX SYR 100ML,,PHARMACY,"-7,788.00",-9,"1,200.00",698.00
EM-B-PLEX TABS X100 JAR,,PHARMACY,"12,047.06",25,700.00,490.00
EMCAP  BLISTER,,PHARMACY,"28,760.25",185,250.00,154.40
EMCAP EXTRA  500MG X 100 BLISTER,,PHARMACY,0.00,0,100.00,0.00
EMCAP SUSP 60ML BOTTLE,,PHARMACY,"22,585.60",33,"1,000.00",695.00
EMCILLIN SUSP 125MG/5ML 100ML BOTTLE,,PHARMACY,"9,998.94",10,"1,400.00","1,000.00"
EMGYL SYR 200MG/5ML BOTTLE,,PHARMACY,"-32,300.00",-41,"1,000.00",700.00
EMGYL TABS 200MG BLISTER,,PHARMACY,"-2,114.65",-11,200.00,115.00
EMGYL TABS 400MG X 100 BLISTER,,PHARMACY,"15,321.20",80,300.00,192.50
EMMOX (EMZOR) CAPS 500MG X 100 BLISTER,,PHARMACY,"52,051.16",58,"1,400.00","1,000.00"
EMMOX CAPS 250MG X 10 BLISTER,,PHARMACY,0.00,0,450.00,345.00
EMMOX SUSP 100ML BOTTLE,,PHARMACY,"32,159.70",24,"2,000.00","1,500.00"
EMPIGET 10MG PACK EMPAGLIFLOZIN,,PHARMACY,"7,355.00",1,"10,000.00","7,200.00"
EMPIGET 25MG PACK,,PHARMACY,"10,995.00",6,"14,900.00","10,995.00"
EMPILL COD LIVER OIL SYR 100ML,,PHARMACY,"13,300.00",2,"9,000.00","6,650.00"
EMPILL COD LIVER OIL SYR 200ML,,PHARMACY,"-22,000.00",-2,"11,000.00",0.00
EMPILL KIDDIES SYR 200ML BOTTLE,,PHARMACY,"4,537.50",1,"6,500.00","4,700.00"
EMPILL THROLYTE SACHET,,PHARMACY,"2,551.36",3,"1,200.00",906.00
EMPILL VAGINE PROBIOTIC CAP,,PHARMACY,"6,400.00",2,"4,400.00","3,200.00"
EMPRIN TABS 75MG X 100 SACHET,,PHARMACY,"2,754.00",51,100.00,54.00
EMPROFEN 200MG BLISTER,,PHARMACY,"1,250.00",1,"1,700.00","1,250.00"
EMPROFEN 400MG BLISTER,,PHARMACY,"108,774.27",75,"2,100.00","1,500.00"
EMPROFEN SUSP 100ML BOTTLE,,PHARMACY,"4,795.68",5,"1,300.00",950.00
EMTRIM FORTE 960MG BLISTER,,PHARMACY,0.00,0,800.00,475.50
EMTRIM SUSP 240MG/5ML 50ML BOTTLE,,PHARMACY,"16,973.71",26,"1,000.00",650.00
EMTRIM TABS 480MG X 1000 {BLIST BLISTER,,PHARMACY,"32,984.46",127,500.00,300.00
EMTRISIL SUSP 200ML BOTTLE,,PHARMACY,"3,593.58",3,"1,600.00","1,197.86"
EM-VIT-C 500MG X 36 TABS PACK,,PHARMACY,0.00,0,"1,500.00","1,144.51"
EM-VIT-C BLISTER X 10 SACHET,,System,"1,166.69",14,200.00,83.33
EM-VIT-C COLOURED CUP X 1000 JAR,,PHARMACY,"-1,200.00",-1,"1,500.00","1,200.00"
EM-VIT-C DROPS 15ML BOTTLE,,PHARMACY,"21,428.68",28,"1,200.00",750.00
EM-VIT-C SYR 100ML BOTTLE,,PHARMACY,"20,510.14",27,"1,600.00",780.00
EM-VIT-C TAB X100 WHITE,,PHARMACY,"11,482.30",20,"1,100.00",800.00
EM-VIT-C X100 CHEWABLE,,PHARMACY,"4,290.00",5,"1,200.00",858.00
EMVITE  SYR  100ML BOTTLE,,PHARMACY,"8,862.77",11,"1,500.00",860.00
EMVITE DROP BOTTLE,,PHARMACY,0.00,-1,250.00,0.00
EMVITE SUPER X 30 CAPS SACHET,,PHARMACY,-350.00,-1,350.00,264.67
EMVITE TAB COUNTING,,PHARMACY,-689.00,-53,13.00,0.00
EMVITE X 100 TABS JAR,,PHARMACY,"6,800.00",8,"1,300.00",850.00
EMZIFIX 400MG BLISTER,,PHARMACY,"-16,230.00",-6,"3,700.00","2,705.00"
EMZIPRIL 10MG BLISTER,,PHARMACY,"-3,000.00",-6,600.00,348.17
EMZIPRIL 5MG BLISTER,,PHARMACY,"4,854.10",19,500.00,275.00
EMZOBREX 200MG X10 CELECOXIB EMZOBREX 20,,PHARMACY,0.00,0,"1,900.00","1,300.00"
EMZOCLOX 500MG CAP BLISTER,,PHARMACY,"77,017.89",78,"1,400.00",984.50
EMZOCLOX DROPS BOTTLE,,PHARMACY,"-10,200.00",-6,"1,700.00","1,200.00"
EMZOCLOX SUSP 100ML BOTTLE,,PHARMACY,"-16,600.00",-7,"2,400.00","1,750.00"
EMZOLYN 4 WAY SYR,,PHARMACY,"58,501.62",59,"1,500.00","1,100.00"
EMZOLYN SYR ADULT,,PHARMACY,"61,008.39",53,"1,800.00","1,100.00"
EMZOLYN SYR CHILDREN,,PHARMACY,"-34,000.00",-43,"1,200.00",650.00
EMZOLYTE PLUS POWDER PACK,,PHARMACY,"2,200.00",4,750.00,550.00
EMZOLYTE POWDER 20.5G PACK,,PHARMACY,800.00,1,"1,100.00",800.00
EMZOPHAGE 500MG BLISTER,,PHARMACY,"3,187.50",15,400.00,246.50
EMZOR PARA NIGHT,,PHARMACY,"21,686.98",47,700.00,520.00
EMZORON CAPS  X 120 BLISTER,,PHARMACY,440.00,4,150.00,110.00
EMZORON CAPS X 30 PACK,,PHARMACY,0.00,-10,400.00,0.00
EMZORON TONIC SYR 200ML BOTTLE,,PHARMACY,"2,475.00",5,700.00,495.00
EMZOVASC 10MG BLISTER,,PHARMACY,"3,182.70",12,400.00,265.23
ENARETIC TAB BLISTER,,PHARMACY,"6,880.00",6,"1,500.00","1,146.67"
ENAT CAPS 400IU PACK,,PHARMACY,"8,785.00",1,"12,000.00","8,785.00"
ENDIX-G CREAM  20G TUBE,,PHARMACY,"7,635.93",6,"1,800.00","1,150.00"
ENFRESH ORAL BAMBOO TOOTHBRUSH PCS,,HOUSEHOLD ITEMS,0.00,0,250.00,0.00
ENHANZ X 30 CAPS PACK,,PHARMACY,0.00,0,"10,700.00","7,286.67"
ENSURE DRINK,,DRINKS AND BEVERAGES,"28,000.00",8,"4,800.00","3,500.00"
ENTEROGERMINA SOLUTION 10ML VIALS,,PHARMACY,"9,583.80",18,"1,100.00",795.50
EPICROM EYE DROP,,PHARMACY,"1,192.86",1,"1,800.00","1,192.86"
EPIDERM LOTION,,PHARMACY,0.00,0,500.00,336.36
EPIDERM TUBE CREAM 30G TUBE,,PHARMACY,"9,614.51",14,"1,000.00",700.00
EPIFENAC EYE DROP,,PHARMACY,"20,803.10",17,"2,100.00","1,550.00"
EPIGESIC TABS  X 20 BLISTER,,PHARMACY,"61,694.95",42,"2,000.00","1,500.00"
EPILIM CHROMO TABS 500MG X 100 BLISTER,,PHARMACY,"20,936.00",8,"9,700.00","7,199.00"
EPILIM SYR. 300MLS,,PHARMACY,0.00,0,"31,800.00","23,500.00"
EPILIM TABS 200MG X 100 BLISTER,,PHARMACY,"29,900.00",10,"4,000.00","2,990.00"
EPISOFT EYE DROPS X 1 PACK,,PHARMACY,0.00,-7,"4,300.00",0.00
EPO EJA CAPS 1000 MG X 15 SACHET,,PHARMACY,"19,031.67",33,800.00,525.00
EPO EJA SYR,,PHARMACY,0.00,0,"4,000.00","2,300.00"
EPROXEN TABS 500MG X 8 PACK,,PHARMACY,"57,808.20",24,"3,400.00","2,400.00"
EPSOM SALTS (MOKO)  POWDER  X 1 SACHET,,PHARMACY,"6,262.31",27,500.00,183.33
ERGOT INJ 2ML X 100 AMPOULES,,PHARMACY,840.00,6,200.00,140.00
ERIXYN 500MG TAB ERYTHROMYCIN,,PHARMACY,"4,600.00",5,"1,500.00",920.00
ERNEST ANDREW LIVER SALT,,PHARMACY,0.00,0,150.00,81.01
ERNEST GRIPE WATER 150MLS,,PHARMACY,0.00,0,0.00,470.00
EROMYCIN 500MG FIDSON,,PHARMACY,"11,274.56",27,"1,800.00","1,070.00"
ERYFAST 500mg,,PHARMACY,535.00,1,"1,800.00",535.00
ERYGEN TABS 500MG X 10 PACK,,System,0.00,0,500.00,320.00
ERYTHRO 500MG TAB EMZOR,,PHARMACY,"11,846.27",7,"2,500.00","1,700.00"
ERYTHRO SUSP EMZOR,,System,"23,204.79",18,"1,800.00","1,340.00"
ERYTHROCARE 500MG,,PHARMACY,"-3,560.00",-2,"2,400.00","1,780.00"
ERYTHROFAITH 500MG PACK,,PHARMACY,0.00,0,"1,500.00",850.00
ERYTHROKID SUSP 250MG/5ML 100ML BOTTLE,,PHARMACY,"16,945.26",10,"2,500.00","1,658.00"
ERYTHROMAX TABS 500MG X 10 PACK,,PHARMACY,"14,975.28",16,"1,300.00",950.00
ERYTHROMYCIN (LABCIN) 500mg,,PHARMACY,0.00,0,900.00,656.84
ERYTHROMYCIN (NEW DIVINE) 500mg,,PHARMACY,0.00,0,"1,500.00","1,020.00"
ERYTHROMYCIN (SIVORYL)   500MG PACK,,PHARMACY,0.00,0,700.00,520.00
ERYTHROMYCIN 250MG (EROCETH),,PHARMACY,"-2,400.00",-2,"1,200.00",650.00
ERYTHROMYCIN 500MG NEMEL PACK,,PHARMACY,"4,700.00",4,"1,600.00","1,175.00"
ERYTHROMYCIN 500MG TABS (RGI),,PHARMACY,"7,140.00",7,"1,600.00","1,020.00"
ERYTHROMYCIN(TUYIL) SYR 60ML X BOTTLE,,PHARMACY,"18,455.18",26,"1,000.00",700.00
